Salary
40.231758
38.506482
38.178
37.8
37.8
37.436858
37.199
34.3791
34.234964
33.296296
33.005556
32.742
32.742
32.742
32.70069
32.511623
31.742
31.034483
30.603448
30.5
29.802321
28.9
28
28
27.739975
27.556959
27.50463
27.285
27.285
27.27
27.250576
27.25
27.25
27.093019
27.093019
27.093019
27.093018
26.573595
26.131111
26
25.842697
25.842697
25.5957
25.565217
25.102511
25.008427
23.271604
22.615559
21
20
19.894737
19.863636
19.5
19.269662
19.24537
19.2179
19
18.973214
18.606557
18.53913
18.53913
18.5
18.15
18.086956
18
18
17.839286
17.185185
17
17
17
16.9
16.456522
16.229213
16.190476
16
15.64375
15.625
15.625
15.5
15.450051
15.3494
15.00625
15
15
14.634146
14.47191
14.05773
14.041096
14
13.4863
13.4375
13.333334
13.258781
13
13
12.96
12.9
12.75967
12.727273
12.553471
12.5
12.5
12.428571
12.345679
12.2
12.1
12.093024
12
12
11.954546
11.667885
11.511234
11.392857
11.301219
11.286515
10.81
10.740741
10.6
10.5
10.259375
10.116576
10.1
10
9.881598
9.8
9.75744
9.7452
9.732396
9.6075
9.6
9.56292
9.473684
9.346153
9.258
9.133907
9.07305
9
8.73024
8.730158
8.71932
8.664928
8.55612
8.529386
8.408
8.349039
8.1565
8.11393
8.089282
8
8
8
7.936508
7.83996
7.83
7.815533
7.804878
7.68336
7.67
7.44186
7.333334
7.333333
7.317073
7.265485
7.25
7.25
7.06836
7.05948
7
7
7
6.92748
6.825
6.534829
6.5
6.481482
6.431666
6.40092
6.39276
6.273
6
5.853659
5.846154
5.81364
5.80644
5.718
5.6976
5.573333
5.5
5.474787
5.45328
5.348007
5.331729
5.30712
5.3004
5.214583
5.2014
5.1
5
4.99
4.86204
4.861208
4.8558
4.767
4.767
4.767
4.767
4.767
4.767
4.767
4.767
4.767
4.767
4.76496
4.62963
4.62963
4.46916
4.46364
4.444746
4.38012
4.24572
4.2402
4.161
4.16
4.03344
4.0284
4
4
4
4
3.95292
3.902439
3.83184
3.82716
3.7554
3.754886
3.6402
3.63576
3.623
3.581986
3.569643
3.56772
3.5511
3.54
3.529555
3.5
3.5
3.5
3.5
3.481986
3.481986
3.4584
3.45408
3.44
3.3894
3.377569
3.32103
3.28512
3.28092
3.21948
3.2
3.169348
3.15
3.11724
3.0588
3.039097
3
3
3
3
2.96484
2.96112
2.907143
2.9058
2.875
2.844429
2.81676
2.81328
2.76048
2.75
2.731714
2.68992
2.68656
2.63628
2.625718
2.625
2.603982
2.58216
2.5788
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.564753
2.53068
2.505793
2.5
2.47884
2.47584
2.4294
2.37984
2.37684
2.351839
2.338847
2.33232
2.331593
2.321735
2.320044
2.320044
2.305057
2.2848
2.2818
2.2818
2.2454
2.2392
2.195122
2.19348
2.177483
2.174318
2.14956
2.133541
2.10552
2.1
2.06352
2.0358
2.03316
2.028594
2.028594
2.028594
2.028594
2.028594
2.028594
2.007058
2
2
2
1.99512
1.977
1.9746
1.96476
1.96236
1.9506
1.94808
1.93752
1.93416
1.92588
1.913345
1.9116
1.8978
1.882867
1.882867
1.882867
1.882867
1.882867
1.865547
1.845301
1.737145
1.737145
1.737145
1.737145
1.72305
1.702486
1.699236
1.69845
1.678854
1.678854
1.678854
1.678854
1.678854
1.676735
1.663861
1.645357
1.645357
1.645357
1.645357
1.620564
1.620564
1.620564
1.61852
1.61852
1.61852
1.61852
1.61852
1.61852
1.61852
1.61852
1.61852
1.588231
1.588231
1.588231
1.588231
1.588231
1.559712
1.517981
1.5
1.5
1.456667
1.445697
1.445697
1.445697
1.445697
1.445697
1.443842
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416852
1.416582
1.4
1.4
1.29096
1.2
1.17331
1
1
1
1
0.9992
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.89831
0.838464
0.737067
0.68534
0.666667
0.459414
0.415414
0.371758
0.350087
0.333333
0.333333
0.22
0.199
0.15
0.122741
0.1
0.1
0.092857
0.05
0.05
0.05
0.05
0.05
