Carrier,Date,Flight #,Tail #,Destination,Departure Delay Minutes
UA,1/8/2019,714,N810UA,ORD,32
UA,1/9/2019,714,N4888U,ORD,-2
UA,1/10/2019,714,N816UA,ORD,0
UA,1/11/2019,714,N4888U,ORD,28
UA,1/12/2019,714,N897UA,ORD,-1
UA,1/13/2019,714,N832UA,ORD,4
UA,1/14/2019,714,N837UA,ORD,0
UA,1/15/2019,714,N820UA,ORD,-3
UA,1/16/2019,714,N852UA,ORD,-4
UA,1/17/2019,714,N807UA,ORD,-11
UA,1/18/2019,714,N823UA,ORD,-4
UA,1/19/2019,714,N493UA,ORD,5
UA,1/20/2019,714,,ORD,0
UA,1/21/2019,714,N845UA,ORD,221
UA,1/22/2019,714,N832UA,ORD,1
UA,1/23/2019,714,N816UA,ORD,4
UA,1/24/2019,714,N820UA,ORD,-8
UA,1/25/2019,714,N451UA,ORD,88
UA,1/26/2019,714,N825UA,ORD,-7
UA,1/27/2019,714,N834UA,ORD,-5
UA,1/28/2019,714,N819UA,ORD,304
UA,1/29/2019,714,N497UA,ORD,-5
UA,1/30/2019,714,,ORD,0
UA,1/31/2019,714,,ORD,0
UA,2/1/2019,714,N809UA,ORD,-2
UA,2/2/2019,714,N850UA,ORD,6
UA,2/3/2019,714,N834UA,ORD,-4
UA,2/4/2019,714,N834UA,ORD,-1
UA,2/5/2019,714,N806UA,ORD,-4
UA,2/6/2019,714,N813UA,ORD,18
UA,2/7/2019,714,N834UA,ORD,-4
UA,2/8/2019,714,N899UA,ORD,-8
UA,2/9/2019,714,N813UA,ORD,8
UA,2/10/2019,714,N801UA,ORD,8
UA,2/11/2019,714,N801UA,ORD,-3
UA,2/12/2019,714,N801UA,ORD,-7
UA,2/13/2019,714,N841UA,ORD,261
UA,2/14/2019,285,N804UA,ORD,-5
UA,2/14/2019,714,N820UA,ORD,4
UA,2/15/2019,714,N848UA,ORD,-5
UA,2/16/2019,714,N429UA,ORD,22
UA,2/17/2019,714,N447UA,ORD,-8
UA,2/18/2019,714,,ORD,0
UA,2/19/2019,714,N825UA,ORD,-4
UA,2/20/2019,714,N809UA,ORD,31
UA,2/21/2019,714,N826UA,ORD,-2
UA,2/22/2019,714,N803UA,ORD,-7
UA,2/23/2019,714,N836UA,ORD,0
UA,2/24/2019,714,N831UA,ORD,-5
UA,2/25/2019,714,N448UA,ORD,67
UA,2/26/2019,714,N814UA,ORD,200
UA,2/27/2019,714,N838UA,ORD,-4
UA,2/28/2019,714,N827UA,ORD,-1
UA,3/1/2019,714,N805UA,ORD,-3
UA,3/2/2019,714,N803UA,ORD,1
UA,3/3/2019,714,N805UA,ORD,-5
UA,3/3/2019,1410,N24706,ORD,-9
UA,3/4/2019,714,N467UA,ORD,-2
UA,3/5/2019,714,N843UA,ORD,-7
UA,3/6/2019,714,N843UA,ORD,15
UA,3/7/2019,714,N895UA,ORD,6
UA,3/8/2019,714,N848UA,ORD,2
UA,3/9/2019,971,N27722,ORD,35
UA,3/10/2019,714,N24702,ORD,-4
UA,3/11/2019,714,N27722,ORD,20
UA,3/12/2019,714,N16703,ORD,-7
UA,3/13/2019,714,N825UA,ORD,-6
UA,3/14/2019,714,N38727,ORD,5
UA,3/15/2019,714,N27724,ORD,-2
UA,3/16/2019,971,N15710,ORD,-3
UA,3/17/2019,714,N16703,ORD,-7
UA,3/18/2019,714,N16701,ORD,-7
UA,3/19/2019,714,N15710,ORD,-6
UA,3/20/2019,714,N889UA,ORD,-10
UA,3/21/2019,714,N16732,ORD,-10
UA,3/22/2019,714,N38727,ORD,-4
UA,3/23/2019,971,N17719,ORD,0
UA,3/24/2019,714,N23721,ORD,-10
UA,3/25/2019,714,N23721,ORD,-9
UA,3/26/2019,714,N38727,ORD,-10
UA,3/27/2019,714,N853UA,ORD,-7
UA,3/28/2019,714,N13718,ORD,-4
UA,3/29/2019,714,N25705,ORD,-8
UA,3/30/2019,971,N39728,ORD,-6
UA,3/31/2019,2086,N454UA,ORD,57
UA,4/1/2019,2086,N38727,ORD,-2
UA,4/2/2019,2086,N17752,ORD,-10
UA,4/3/2019,2086,N459UA,ORD,-9
UA,4/4/2019,2086,N15751,ORD,-3
UA,4/5/2019,2086,N39728,ORD,-5
UA,4/6/2019,2086,N24702,ORD,-11
UA,4/7/2019,2086,N486UA,ORD,-6
UA,4/8/2019,2086,N17719,ORD,-4
UA,4/9/2019,2086,N16732,ORD,72
UA,4/10/2019,2086,N432UA,ORD,2
UA,4/11/2019,2086,N21723,ORD,3
UA,4/12/2019,2086,N27733,ORD,-5
UA,4/13/2019,2086,N16703,ORD,-8
UA,4/14/2019,2086,N443UA,ORD,1
UA,4/15/2019,2086,,ORD,0
UA,4/16/2019,2086,N24736,ORD,123
UA,4/17/2019,2086,N415UA,ORD,73
UA,4/18/2019,2086,N23707,ORD,12
UA,4/19/2019,2086,N12754,ORD,-4
UA,4/20/2019,2086,N17752,ORD,3
UA,4/21/2019,2086,N471UA,ORD,62
UA,4/22/2019,2086,N16709,ORD,-1
UA,4/23/2019,2086,N16701,ORD,-5
UA,4/24/2019,2086,N496UA,ORD,-7
UA,4/25/2019,2086,N27724,ORD,-10
UA,4/26/2019,2086,N12754,ORD,-10
UA,4/27/2019,2086,N16703,ORD,-4
UA,4/28/2019,2086,N456UA,ORD,130
UA,4/29/2019,2086,N25705,ORD,-4
UA,4/30/2019,2086,N1902U,ORD,-9
UA,5/1/2019,2086,N440UA,ORD,-5
UA,5/2/2019,2086,N497UA,ORD,-4
UA,5/3/2019,2086,N445UA,ORD,-6
UA,5/4/2019,2086,N438UA,ORD,16
UA,5/5/2019,2086,N466UA,ORD,-8
UA,5/6/2019,2086,N1902U,ORD,-8
UA,5/7/2019,2086,N465UA,ORD,-5
UA,5/8/2019,2086,N426UA,ORD,0
UA,5/9/2019,2086,N496UA,ORD,116
UA,5/10/2019,2086,N405UA,ORD,-9
UA,5/11/2019,2086,N456UA,ORD,0
UA,5/12/2019,2086,N456UA,ORD,4
UA,5/13/2019,2086,N456UA,ORD,3
UA,5/14/2019,2086,N440UA,ORD,-2
UA,5/15/2019,2086,N446UA,ORD,-10
UA,5/16/2019,2086,N468UA,ORD,-8
UA,5/17/2019,2086,N488UA,ORD,-3
UA,5/18/2019,2086,N458UA,ORD,5
UA,5/19/2019,2086,N417UA,ORD,13
UA,5/20/2019,2086,N445UA,ORD,-5
UA,5/21/2019,2086,N414UA,ORD,-2
UA,5/22/2019,2086,N407UA,ORD,-6
UA,5/23/2019,2086,N472UA,ORD,183
UA,5/24/2019,2086,N477UA,ORD,-2
UA,5/25/2019,2086,N415UA,ORD,-5
UA,5/27/2019,2086,N413UA,ORD,-4
UA,5/28/2019,2086,N442UA,ORD,4
UA,5/29/2019,2086,N490UA,ORD,-11
UA,5/30/2019,2086,N445UA,ORD,-11
UA,5/31/2019,2086,N440UA,ORD,-1
UA,6/1/2019,2086,N434UA,ORD,-4
UA,6/2/2019,2086,N485UA,ORD,0
UA,6/3/2019,2086,N409UA,ORD,-7
UA,6/4/2019,2086,N478UA,ORD,8
UA,6/5/2019,2086,N458UA,ORD,-8
UA,6/6/2019,1658,N27724,ORD,-7
UA,6/6/2019,2086,N405UA,ORD,-9
UA,6/7/2019,1658,N17730,ORD,-6
UA,6/7/2019,2086,N33264,ORD,-1
UA,6/8/2019,2086,N34222,ORD,-10
UA,6/9/2019,1658,N25705,ORD,7
UA,6/9/2019,2086,N33292,ORD,-2
UA,6/10/2019,1658,N54711,ORD,29
UA,6/10/2019,2086,N17245,ORD,-6
UA,6/11/2019,1658,N808UA,ORD,56
UA,6/11/2019,2086,N76517,ORD,-4
UA,6/12/2019,1658,N24736,ORD,180
UA,6/12/2019,2086,N409UA,ORD,-3
UA,6/13/2019,1658,N23708,ORD,77
UA,6/13/2019,2086,N26215,ORD,-6
UA,6/14/2019,1658,N24736,ORD,-7
UA,6/14/2019,2086,N73251,ORD,2
UA,6/15/2019,2086,N36272,ORD,-12
UA,6/16/2019,1658,N24736,ORD,14
UA,6/16/2019,2086,N78285,ORD,-1
UA,6/17/2019,1658,N15712,ORD,24
UA,6/17/2019,2086,N24202,ORD,-5
UA,6/18/2019,1658,,ORD,0
UA,6/18/2019,2086,N36272,ORD,-2
UA,6/19/2019,1658,N13750,ORD,95
UA,6/19/2019,2086,N420UA,ORD,-4
UA,6/20/2019,1658,N15710,ORD,-6
UA,6/21/2019,1658,N24715,ORD,-2
UA,6/21/2019,2086,N33289,ORD,-13
UA,6/22/2019,2086,N37252,ORD,-4
UA,6/23/2019,1658,N15710,ORD,89
UA,6/23/2019,2086,N76269,ORD,29
UA,6/24/2019,1658,N16701,ORD,127
UA,6/24/2019,2086,N37293,ORD,-4
UA,6/25/2019,1658,N77258,ORD,19
UA,6/25/2019,2086,N33294,ORD,-3
UA,6/26/2019,1658,N15751,ORD,0
UA,6/26/2019,2086,N441UA,ORD,-1
UA,6/27/2019,1658,N14704,ORD,18
UA,6/27/2019,2086,N76517,ORD,-2
UA,6/28/2019,1658,N13716,ORD,74
UA,6/28/2019,2086,N18243,ORD,-4
UA,6/29/2019,2086,N37263,ORD,4
UA,6/30/2019,1658,N16732,ORD,171
UA,6/30/2019,2086,N87527,ORD,10
UA,7/1/2019,1658,N13716,ORD,67
UA,7/1/2019,2086,N37287,ORD,12
UA,7/2/2019,2086,N76269,ORD,-2
UA,7/3/2019,1658,N16701,ORD,-4
UA,7/3/2019,2086,N35204,ORD,-2
UA,7/4/2019,1658,N14731,ORD,7
UA,7/4/2019,2086,N86534,ORD,-7
UA,7/5/2019,1658,N818UA,ORD,116
UA,7/5/2019,2086,N802UA,ORD,-7
UA,7/6/2019,2086,N39297,ORD,-3
UA,7/7/2019,1658,N17719,ORD,-4
UA,7/7/2019,2086,N18243,ORD,3
UA,7/8/2019,1658,N17730,ORD,-7
UA,7/8/2019,2086,N18220,ORD,20
UA,7/9/2019,1658,N23707,ORD,-9
UA,7/9/2019,2086,N14240,ORD,9
UA,7/10/2019,1658,N23721,ORD,-2
UA,7/10/2019,2086,N14237,ORD,-6
UA,7/11/2019,1658,N826UA,ORD,-8
UA,7/11/2019,2086,N77535,ORD,-9
UA,7/12/2019,1658,N13750,ORD,-10
UA,7/12/2019,2086,N16217,ORD,-2
UA,7/13/2019,2086,N77258,ORD,-6
UA,7/14/2019,1658,N33714,ORD,-5
UA,7/14/2019,2086,N35271,ORD,77
UA,7/15/2019,1658,N23721,ORD,-10
UA,7/15/2019,2086,N27246,ORD,-4
UA,7/16/2019,1658,N33714,ORD,0
UA,7/16/2019,2086,N76523,ORD,-2
UA,7/17/2019,1658,N73445,ORD,33
UA,7/17/2019,2086,N17233,ORD,-7
UA,7/18/2019,1658,,ORD,0
UA,7/18/2019,2086,N26232,ORD,305
UA,7/19/2019,1658,N39728,ORD,35
UA,7/19/2019,2086,N18220,ORD,123
UA,7/20/2019,2086,N78524,ORD,13
UA,7/21/2019,1658,N13720,ORD,81
UA,7/21/2019,2086,N18220,ORD,0
UA,7/22/2019,1658,N17730,ORD,29
UA,7/22/2019,2086,N67827,ORD,18
UA,7/23/2019,1658,N24706,ORD,8
UA,7/23/2019,2086,N14219,ORD,-3
UA,7/24/2019,1658,N14731,ORD,-9
UA,7/24/2019,2086,N33203,ORD,-2
UA,7/25/2019,1658,N14704,ORD,14
UA,7/25/2019,2086,N12218,ORD,-4
UA,7/26/2019,1658,N13720,ORD,-11
UA,7/26/2019,2086,N76265,ORD,-10
UA,7/27/2019,2086,N38257,ORD,-9
UA,7/28/2019,1658,N13720,ORD,17
UA,7/28/2019,2086,N36272,ORD,-4
UA,7/29/2019,1658,N17753,ORD,226
UA,7/29/2019,2086,N73291,ORD,-2
UA,7/30/2019,1658,N13720,ORD,-3
UA,7/30/2019,2086,,ORD,0
UA,7/31/2019,1658,N17753,ORD,-5
UA,7/31/2019,2086,N87531,ORD,-2
UA,8/1/2019,1658,N417UA,ORD,-5
UA,8/1/2019,2086,N73291,ORD,-3
UA,8/2/2019,1658,N13720,ORD,2
UA,8/2/2019,2086,N24202,ORD,-2
UA,8/3/2019,2086,N76516,ORD,-4
UA,8/4/2019,1658,N15710,ORD,-10
UA,8/4/2019,2086,N24202,ORD,0
UA,8/5/2019,1658,N453UA,ORD,-11
UA,8/5/2019,2086,N78524,ORD,0
UA,8/6/2019,1658,N39728,ORD,-1
UA,8/6/2019,2086,N73259,ORD,-2
UA,8/7/2019,1658,N445UA,ORD,54
UA,8/7/2019,2086,N17233,ORD,-8
UA,8/8/2019,1658,N13716,ORD,10
UA,8/8/2019,2086,N17245,ORD,-1
UA,8/9/2019,1658,N15712,ORD,-8
UA,8/9/2019,2086,N14237,ORD,-5
UA,8/10/2019,2086,N36247,ORD,-6
UA,8/11/2019,1658,N27733,ORD,-2
UA,8/11/2019,2086,N34222,ORD,-6
UA,8/12/2019,1658,N485UA,ORD,18
UA,8/12/2019,2086,N33209,ORD,-12
UA,8/13/2019,1658,N13750,ORD,23
UA,8/13/2019,2086,N37253,ORD,-1
UA,8/14/2019,1658,N471UA,ORD,-5
UA,8/14/2019,2086,N33294,ORD,-7
UA,8/15/2019,1658,N15751,ORD,-5
UA,8/15/2019,2086,N845UA,ORD,-13
UA,8/16/2019,1658,N23721,ORD,-3
UA,8/16/2019,2086,N76514,ORD,104
UA,8/17/2019,2086,N13227,ORD,0
UA,8/18/2019,1658,N17752,ORD,105
UA,8/18/2019,2086,N73299,ORD,288
UA,8/19/2019,1658,N27734,ORD,5
UA,8/19/2019,2086,N14237,ORD,25
UA,8/20/2019,1658,N14704,ORD,208
UA,8/20/2019,2391,N445UA,ORD,0
UA,8/21/2019,1658,N14735,ORD,72
UA,8/21/2019,2391,N77296,ORD,36
UA,8/22/2019,1658,N13720,ORD,-10
UA,8/22/2019,2391,N494UA,ORD,37
UA,8/23/2019,1658,N17719,ORD,27
UA,8/23/2019,2391,N14228,ORD,-4
UA,8/24/2019,1658,N15712,ORD,-5
UA,8/24/2019,2391,N24211,ORD,-8
UA,8/25/2019,1280,N829UA,ORD,-5
UA,8/25/2019,1658,N17719,ORD,-5
UA,8/25/2019,1720,N845UA,ORD,-6
UA,8/25/2019,2391,N829UA,ORD,-5
UA,8/26/2019,1658,N12754,ORD,25
UA,8/26/2019,2391,N73275,ORD,32
UA,8/27/2019,1658,N54711,ORD,-10
UA,8/27/2019,2391,N33284,ORD,-11
UA,8/28/2019,1658,N16709,ORD,-12
UA,8/28/2019,2391,N78501,ORD,-7
UA,8/29/2019,1658,N27724,ORD,-16
UA,8/29/2019,2391,N35260,ORD,-9
UA,8/30/2019,1658,N12754,ORD,-8
UA,8/30/2019,2391,N478UA,ORD,-12
UA,8/31/2019,2086,N76288,ORD,-11
UA,9/1/2019,1658,N807UA,ORD,-7
UA,9/1/2019,2391,N889UA,ORD,6
UA,9/2/2019,1658,N24715,ORD,-3
UA,9/2/2019,2391,N897UA,ORD,-9
UA,9/3/2019,1658,N17752,ORD,89
UA,9/3/2019,2391,N37274,ORD,181
UA,9/4/2019,1658,N428UA,ORD,-10
UA,9/4/2019,2391,N69806,ORD,-7
UA,9/5/2019,1658,N25705,ORD,886
UA,9/5/2019,2391,N78511,ORD,0
UA,9/6/2019,1658,N73270,ORD,-11
UA,9/6/2019,2391,N68836,ORD,-5
UA,9/7/2019,1483,N444UA,ORD,-14
UA,9/7/2019,1658,N23707,ORD,-7
UA,9/7/2019,2391,N66803,ORD,16
UA,9/8/2019,1658,N14735,ORD,-7
UA,9/8/2019,1720,N828UA,ORD,0
UA,9/8/2019,2391,N894UA,ORD,-8
UA,9/9/2019,1658,N27734,ORD,-12
UA,9/9/2019,2391,N75428,ORD,-3
UA,9/10/2019,1658,N24729,ORD,-6
UA,9/10/2019,2391,N37413,ORD,64
UA,9/11/2019,1658,N17752,ORD,13
UA,9/11/2019,2391,N47414,ORD,156
UA,9/12/2019,1658,N23721,ORD,175
UA,9/12/2019,2391,N68805,ORD,-11
UA,9/13/2019,1658,N476UA,ORD,-12
UA,9/13/2019,2391,N69835,ORD,-9
UA,9/14/2019,1483,N69885,ORD,-10
UA,9/14/2019,1658,N24706,ORD,-7
UA,9/14/2019,2391,N61881,ORD,-12
UA,9/15/2019,1658,N24706,ORD,8
UA,9/15/2019,1720,N854UA,ORD,23
UA,9/15/2019,2391,N801UA,ORD,-1
UA,9/16/2019,1658,N24736,ORD,-6
UA,9/16/2019,2391,N61881,ORD,-6
UA,9/17/2019,1658,N14735,ORD,-11
UA,9/17/2019,2391,N64844,ORD,-6
UA,9/18/2019,1658,N14731,ORD,-6
UA,9/18/2019,2391,N69816,ORD,-9
UA,9/19/2019,1658,N27733,ORD,-13
UA,9/19/2019,2391,N66897,ORD,-13
UA,9/20/2019,1658,N24706,ORD,-3
UA,9/20/2019,2391,N68836,ORD,-7
UA,9/21/2019,1483,N76516,ORD,-5
UA,9/21/2019,1658,N23721,ORD,15
UA,9/21/2019,2391,N62896,ORD,-6
UA,9/22/2019,1658,N418UA,ORD,21
UA,9/22/2019,1720,N812UA,ORD,-5
UA,9/22/2019,2391,N821UA,ORD,3
UA,9/23/2019,1658,N33289,ORD,-5
UA,9/23/2019,2391,N37474,ORD,-6
UA,9/24/2019,1658,N13716,ORD,-6
UA,9/24/2019,2391,N69806,ORD,-9
UA,9/25/2019,1658,N23707,ORD,-2
UA,9/25/2019,2391,N68836,ORD,-10
UA,9/26/2019,1658,N17730,ORD,-7
UA,9/26/2019,2391,N53442,ORD,-6
UA,9/27/2019,1658,,ORD,0
UA,9/27/2019,2391,N69813,ORD,-15
UA,9/28/2019,1483,N830UA,ORD,-3
UA,9/28/2019,1658,N15710,ORD,41
UA,9/28/2019,2391,,ORD,0
UA,9/29/2019,1658,N76529,ORD,46
UA,9/29/2019,1720,N846UA,ORD,-1
UA,9/29/2019,2391,N898UA,ORD,-8
UA,9/30/2019,1658,N38727,ORD,-11
UA,9/30/2019,2391,N69888,ORD,-9
UA,10/1/2019,1658,N15712,ORD,-12
UA,10/1/2019,2391,N67812,ORD,-1
UA,10/2/2019,1658,N54711,ORD,17
UA,10/2/2019,2391,N62895,ORD,-9
UA,10/3/2019,1658,N24706,ORD,-12
UA,10/3/2019,2391,N36247,ORD,-12
UA,10/4/2019,1658,N891UA,ORD,-3
UA,10/4/2019,2391,N62849,ORD,-11
UA,10/5/2019,716,N77538,ORD,-10
UA,10/6/2019,2391,N14242,ORD,-3
UA,10/7/2019,2391,N27246,ORD,10
UA,10/8/2019,2391,N38473,ORD,-6
UA,10/9/2019,2391,N77258,ORD,-11
UA,10/10/2019,2391,N73299,ORD,-1
UA,10/11/2019,2391,N33264,ORD,-2
UA,10/12/2019,716,N39297,ORD,-6
UA,10/13/2019,2391,N25201,ORD,-5
UA,10/14/2019,2391,N76529,ORD,-3
UA,10/15/2019,2391,N39297,ORD,0
UA,10/16/2019,2391,N78501,ORD,-6
UA,10/17/2019,2391,N77261,ORD,-2
UA,10/18/2019,2391,N35260,ORD,-6
UA,10/19/2019,716,N13227,ORD,-2
UA,10/20/2019,2391,N37255,ORD,-3
UA,10/21/2019,2391,N76502,ORD,0
UA,10/22/2019,2391,N76288,ORD,-6
UA,10/23/2019,2288,N24706,ORD,-6
UA,10/23/2019,2391,N26210,ORD,-12
UA,10/24/2019,2391,N77539,ORD,-10
UA,10/25/2019,2391,N24224,ORD,-13
UA,10/26/2019,716,N18220,ORD,-9
UA,10/27/2019,2288,N802UA,ORD,-3
UA,10/28/2019,716,N832UA,ORD,-10
UA,10/28/2019,2288,N482UA,ORD,-7
UA,10/29/2019,716,N468UA,ORD,-10
UA,10/29/2019,1658,N876UA,ORD,5
UA,10/30/2019,716,N801UA,ORD,-16
UA,10/31/2019,219,N890UA,ORD,63
UA,11/1/2019,716,N801UA,ORD,-5
UA,11/2/2019,716,N801UA,ORD,-6
UA,11/3/2019,716,N401UA,ORD,-3
UA,11/4/2019,716,N876UA,ORD,-13
UA,11/4/2019,2288,N889UA,ORD,10
UA,11/5/2019,716,N4888U,ORD,-5
UA,11/5/2019,1658,N819UA,ORD,-15
UA,11/6/2019,716,N832UA,ORD,-6
UA,11/6/2019,2288,N812UA,ORD,70
UA,11/7/2019,716,N805UA,ORD,-6
UA,11/7/2019,2288,N816UA,ORD,-5
UA,11/8/2019,716,N441UA,ORD,-12
UA,11/8/2019,2288,N848UA,ORD,-11
UA,11/9/2019,716,N808UA,ORD,-11
UA,11/10/2019,716,N842UA,ORD,71
UA,11/11/2019,716,N409UA,ORD,302
UA,11/11/2019,2288,,ORD,0
UA,11/12/2019,716,N823UA,ORD,19
UA,11/12/2019,1658,N837UA,ORD,-4
UA,11/13/2019,716,N822UA,ORD,-9
UA,11/13/2019,2288,N825UA,ORD,-6
UA,11/14/2019,716,N893UA,ORD,7
UA,11/14/2019,2288,N487UA,ORD,-10
UA,11/15/2019,716,N816UA,ORD,-13
UA,11/15/2019,2288,,ORD,0
UA,11/16/2019,716,N836UA,ORD,-3
UA,11/17/2019,716,N832UA,ORD,-6
UA,11/18/2019,716,N802UA,ORD,-9
UA,11/18/2019,2288,N845UA,ORD,-12
UA,11/19/2019,716,N806UA,ORD,-8
UA,11/19/2019,1658,N890UA,ORD,-9
UA,11/20/2019,716,N824UA,ORD,-8
UA,11/20/2019,2288,N818UA,ORD,-14
UA,11/21/2019,716,N818UA,ORD,-3
UA,11/21/2019,2288,N827UA,ORD,-12
UA,11/22/2019,716,N817UA,ORD,-6
UA,11/22/2019,2288,N820UA,ORD,24
UA,11/23/2019,716,N895UA,ORD,20
UA,11/24/2019,716,N410UA,ORD,-8
UA,11/25/2019,716,N410UA,ORD,5
UA,11/25/2019,843,N850UA,ORD,1
UA,11/26/2019,716,N855UA,ORD,-10
UA,11/26/2019,2288,N824UA,ORD,-3
UA,11/27/2019,716,N804UA,ORD,-9
UA,11/27/2019,2288,N490UA,ORD,10
UA,11/28/2019,716,N418UA,ORD,-10
UA,11/30/2019,2288,N69839,ORD,85
UA,12/1/2019,558,,ORD,0
UA,12/1/2019,716,N840UA,ORD,-5
UA,12/1/2019,1627,N465UA,EWR,13
UA,12/1/2019,2288,N825UA,ORD,22
UA,12/2/2019,716,N815UA,ORD,1
UA,12/2/2019,2288,N806UA,ORD,11
UA,12/3/2019,716,N806UA,ORD,7
UA,12/3/2019,1658,N815UA,ORD,-4
UA,12/4/2019,716,N889UA,ORD,2
UA,12/5/2019,716,N840UA,ORD,-12
UA,12/6/2019,716,N842UA,ORD,-12
UA,12/7/2019,716,N69816,ORD,-4
UA,12/8/2019,716,N45440,ORD,-5
UA,12/9/2019,716,N853UA,ORD,-11
UA,12/10/2019,716,N831UA,ORD,2
UA,12/11/2019,716,N824UA,ORD,-7
UA,12/12/2019,716,N813UA,ORD,8
UA,12/13/2019,716,N812UA,ORD,12
UA,12/14/2019,716,N842UA,ORD,171
UA,12/15/2019,716,N836UA,ORD,9
UA,12/16/2019,716,N834UA,ORD,2
UA,12/17/2019,716,N808UA,ORD,0
UA,12/18/2019,716,N855UA,ORD,-2
UA,12/19/2019,219,N832UA,ORD,12
AA,1/1/2019,530,N709UW,CLT,-8
AA,1/1/2019,1829,N714US,CLT,-5
AA,1/2/2019,530,N732US,CLT,-6
AA,1/2/2019,1829,N709UW,CLT,-5
AA,1/3/2019,530,N733UW,CLT,-5
AA,1/3/2019,1829,N714US,CLT,-5
AA,1/4/2019,530,N740UW,CLT,-6
AA,1/4/2019,1829,N741UW,CLT,-6
AA,1/5/2019,530,N723UW,CLT,-8
AA,1/6/2019,530,N712US,CLT,-4
AA,1/6/2019,1829,N804AW,CLT,-9
AA,1/7/2019,530,N723UW,CLT,-8
AA,1/7/2019,1829,N717UW,CLT,-19
AA,1/8/2019,530,N700UW,CLT,288
AA,1/9/2019,1829,N715UW,CLT,3
AA,1/10/2019,530,N717UW,CLT,-3
AA,1/10/2019,1829,N730US,CLT,-19
AA,1/11/2019,530,N561UW,CLT,1
AA,1/11/2019,1829,N757UW,CLT,-9
AA,1/12/2019,530,N916US,CLT,-4
AA,1/12/2019,1829,N741UW,CLT,-11
AA,1/13/2019,530,N700UW,CLT,-6
AA,1/13/2019,1829,N749US,CLT,-9
AA,1/14/2019,530,N732US,CLT,-12
AA,1/14/2019,1829,N712US,CLT,-18
AA,1/15/2019,530,N715UW,CLT,-6
AA,1/16/2019,1829,N769US,CLT,-6
AA,1/17/2019,530,N724UW,CLT,-9
AA,1/17/2019,1829,N716UW,CLT,-13
AA,1/18/2019,530,N975UY,CLT,-9
AA,1/18/2019,1829,N715UW,CLT,-14
AA,1/19/2019,530,N199UW,CLT,-9
AA,1/19/2019,1829,N715UW,CLT,30
AA,1/20/2019,1643,N702UW,CLT,0
AA,1/20/2019,1829,N822AW,CLT,-7
AA,1/21/2019,530,N703UW,CLT,2
AA,1/21/2019,1829,N723UW,CLT,51
AA,1/22/2019,530,N703UW,CLT,-5
AA,1/23/2019,1829,N732US,CLT,13
AA,1/24/2019,530,N703UW,CLT,-5
AA,1/24/2019,1829,N723UW,CLT,-8
AA,1/25/2019,530,N584UW,CLT,-6
AA,1/25/2019,1829,N830AW,CLT,-18
AA,1/26/2019,530,N544UW,CLT,-3
AA,1/26/2019,1829,N757UW,CLT,-17
AA,1/27/2019,530,N722US,CLT,-7
AA,1/27/2019,1829,N708UW,CLT,-11
AA,1/28/2019,530,N700UW,CLT,-7
AA,1/28/2019,1829,N732US,CLT,-3
AA,1/29/2019,530,N709UW,CLT,0
AA,1/30/2019,1829,N724UW,CLT,5
AA,1/31/2019,530,N730US,CLT,869
AA,1/31/2019,1829,N712US,CLT,5
AA,2/1/2019,530,N913US,CLT,-7
AA,2/1/2019,1829,N709UW,CLT,133
AA,2/2/2019,530,N974UY,CLT,-3
AA,2/2/2019,1829,N702UW,CLT,20
AA,2/3/2019,530,N701UW,CLT,-5
AA,2/3/2019,1829,N827AW,CLT,-11
AA,2/4/2019,530,N702UW,CLT,-4
AA,2/4/2019,1829,N714US,CLT,-24
AA,2/5/2019,530,N737US,CLT,-11
AA,2/6/2019,1829,N840AW,CLT,-11
AA,2/7/2019,530,N714US,CLT,-9
AA,2/7/2019,1829,N732US,CLT,-8
AA,2/8/2019,530,N151UW,CLT,-3
AA,2/8/2019,1829,N738US,CLT,-14
AA,2/9/2019,530,N187US,CLT,-6
AA,2/9/2019,1829,N717UW,CLT,-11
AA,2/10/2019,530,N732US,CLT,-4
AA,2/10/2019,1829,N765US,CLT,-5
AA,2/11/2019,530,N730US,CLT,-7
AA,2/11/2019,1829,N829AW,CLT,1
AA,2/12/2019,530,N721UW,CLT,-5
AA,2/13/2019,1829,N704US,CLT,-4
AA,2/14/2019,530,N737US,CLT,-6
AA,2/14/2019,1932,N814AW,CLT,-3
AA,2/15/2019,530,N102UW,CLT,-7
AA,2/15/2019,1932,N823AW,CLT,17
AA,2/16/2019,530,N126UW,CLT,-8
AA,2/16/2019,1932,N830AW,CLT,-5
AA,2/16/2019,2088,N118US,CLT,-11
AA,2/17/2019,530,N128UW,CLT,-2
AA,2/17/2019,1932,N738US,CLT,65
AA,2/18/2019,530,N110UW,CLT,-4
AA,2/18/2019,1932,N717UW,CLT,61
AA,2/19/2019,530,N128UW,CLT,45
AA,2/19/2019,1932,N801AW,CLT,-3
AA,2/20/2019,530,N124US,CLT,-4
AA,2/20/2019,1932,N757UW,CLT,258
AA,2/21/2019,530,N127UW,CLT,0
AA,2/21/2019,1932,N819AW,CLT,-2
AA,2/22/2019,530,N128UW,CLT,-5
AA,2/22/2019,1932,N829AW,CLT,0
AA,2/23/2019,530,N112US,CLT,-7
AA,2/23/2019,1932,N803AW,CLT,-4
AA,2/24/2019,530,N126UW,CLT,-5
AA,2/24/2019,1932,N751UW,CLT,-5
AA,2/25/2019,530,N126UW,CLT,-1
