Carrier,Date,Flight #,Tail #,Destination,Departure Delay Minutes
DL,12/6/2019,2270,N327NB,DTW,-4
DL,12/6/2019,3053,N923DN,ATL,-7
DL,12/7/2019,449,N918DH,ATL,-4
DL,12/7/2019,2014,N928DN,ATL,1
DL,12/7/2019,2270,N325NB,DTW,4
DL,12/8/2019,1461,N358NW,DTW,-1
DL,12/8/2019,2006,N912DN,ATL,-7
DL,12/8/2019,2014,N925DN,ATL,-6
DL,12/8/2019,3053,N921DN,ATL,-7
DL,12/9/2019,2006,N918DH,ATL,-7
DL,12/9/2019,2014,N926DH,ATL,-5
DL,12/9/2019,2270,N366NB,DTW,-4
DL,12/9/2019,3053,N914DN,ATL,-3
DL,12/10/2019,2006,N923DN,ATL,-6
DL,12/10/2019,2014,N915DN,ATL,31
DL,12/10/2019,2270,N317NB,DTW,-7
DL,12/10/2019,3053,N911DA,ATL,-6
DL,12/11/2019,2006,N913DN,ATL,0
DL,12/11/2019,2014,N919DN,ATL,-6
DL,12/11/2019,2270,N301NB,DTW,-1
DL,12/11/2019,3053,N925DN,ATL,-8
DL,12/12/2019,2006,N960DN,ATL,-7
DL,12/12/2019,2014,N931DN,ATL,-3
DL,12/12/2019,2270,N368NB,DTW,-1
DL,12/12/2019,3053,N927DN,ATL,-1
DL,12/13/2019,2006,N934DN,ATL,-5
DL,12/13/2019,2014,N921DN,ATL,-6
DL,12/13/2019,2270,N365NB,DTW,-2
DL,12/13/2019,3053,N911DA,ATL,-5
DL,12/14/2019,449,N931DN,ATL,-7
DL,12/14/2019,2014,N923DN,ATL,-1
DL,12/14/2019,2270,N366NB,DTW,0
DL,12/15/2019,1461,N325US,DTW,1
DL,12/15/2019,2006,N923DN,ATL,-7
DL,12/15/2019,2014,N912DN,ATL,-3
DL,12/15/2019,3053,N924DN,ATL,-4
DL,12/16/2019,2006,N925DN,ATL,-7
DL,12/16/2019,2014,N922DX,ATL,0
DL,12/16/2019,2270,N326NB,DTW,0
DL,12/16/2019,3053,N920DN,ATL,-6
DL,12/17/2019,2006,N923DN,ATL,16
DL,12/17/2019,2014,N928DN,ATL,-3
DL,12/17/2019,2270,N369NB,DTW,-3
DL,12/17/2019,3053,N918DH,ATL,15
DL,12/18/2019,2006,N960DN,ATL,19
DL,12/18/2019,2014,N912DN,ATL,-2
DL,12/18/2019,2270,N338NB,DTW,-1
DL,12/18/2019,3053,N921DN,ATL,-6
DL,12/19/2019,2006,N920DN,ATL,-3
DL,12/19/2019,2014,N960DN,ATL,-2
DL,12/19/2019,2270,N333NB,DTW,-2
DL,12/19/2019,3053,N910DN,ATL,18
DL,12/20/2019,2006,N915DN,ATL,8
DL,12/20/2019,2014,N926DH,ATL,7
DL,12/20/2019,2270,N370NB,DTW,11
DL,12/20/2019,3053,N963DN,ATL,-4
DL,12/21/2019,2006,N953AT,ATL,-7
DL,12/21/2019,2014,N978DL,ATL,-2
DL,12/21/2019,3053,N985AT,ATL,-2
DL,12/22/2019,2006,N978DL,ATL,-7
DL,12/22/2019,2014,N968DL,ATL,51
DL,12/22/2019,3053,N988AT,ATL,15
DL,12/23/2019,2006,N999DN,ATL,39
DL,12/23/2019,2014,N900DE,ATL,-8
DL,12/23/2019,3053,N995DL,ATL,21
DL,12/24/2019,2014,N976DL,ATL,-5
DL,12/24/2019,3053,N895AT,ATL,-5
DL,12/25/2019,2014,N976DL,ATL,-4
DL,12/25/2019,3053,N892AT,ATL,-2
DL,12/26/2019,2006,N911DE,ATL,11
DL,12/26/2019,2014,N976DL,ATL,-8
DL,12/26/2019,3053,N954AT,ATL,-8
DL,12/27/2019,2006,N979DL,ATL,-7
DL,12/27/2019,2014,N903DE,ATL,-8
DL,12/27/2019,3053,N936AT,ATL,-14
DL,12/28/2019,2006,N949AT,ATL,-6
DL,12/28/2019,2014,N967DL,ATL,-4
DL,12/28/2019,3053,N934AT,ATL,-2
DL,12/29/2019,2006,N964DL,ATL,-1
DL,12/29/2019,2014,N997DL,ATL,-3
DL,12/29/2019,3053,N896AT,ATL,-7
DL,12/30/2019,2006,N917DL,ATL,-1
DL,12/30/2019,2014,N995DL,ATL,11
DL,12/30/2019,3053,N982AT,ATL,-5
DL,12/31/2019,2014,N993DL,ATL,-4
DL,12/31/2019,3053,N899AT,ATL,-5
